abbreviation,region name,6-F-DET1 count,6-F-DET2 count,6-F-DET3 count,6-F-DET4 count,6-F-DET5 count,6-F-DET6 count,6-F-DET7 count,6-F-DET8 count,A-SSRI1 count,A-SSRI2 count,A-SSRI3 count,A-SSRI4 count,A-SSRI5 count,A-SSRI6 count,A-SSRI7 count,A-SSRI8 count,C-SSRI1 count,C-SSRI2 count,C-SSRI3 count,C-SSRI4 count,C-SSRI5 count,C-SSRI6 count,C-SSRI7 count,C-SSRI8 count,DMT1 count,DMT2 count,DMT3 count,DMT4 count,DMT5 count,DMT6 count,DMT7 count,DMT8 count,KET1 count,KET2 count,KET3 count,KET4 count,KET5 count,KET6 count,KET7 count,KET8 count,MDMA1 count,MDMA2 count,MDMA3 count,MDMA4 count,MDMA5 count,MDMA6 count,MDMA7 count,MDMA8 count,PSI1 count,PSI2 count,PSI3 count,PSI4 count,PSI5 count,PSI6 count,PSI7 count,PSI8 count,SAL1 count,SAL2 count,SAL3 count,SAL4 count,SAL5 count,SAL6 count,SAL7 count,SAL8 count
CU,Cuneate nucleus,51.0,349.0,1307.0,1486.0,1385.0,106.0,55.0,38.0,139.0,251.0,296.0,188.0,676.0,508.0,55.0,157.0,58.0,63.0,34.0,332.0,268.0,30.0,153.0,59.0,819.0,1473.0,2374.0,892.0,265.0,0.0,656.0,801.0,193.0,69.0,307.0,326.0,263.0,119.0,105.0,109.0,77.0,298.0,223.0,197.0,148.0,205.0,219.0,457.0,55.0,116.0,332.0,305.0,36.0,172.0,77.0,172.0,125.0,37.0,371.0,14.0,106.0,414.0,171.0,264.0
DMX,Dorsal motor nucleus of the vagus nerve,140.0,179.0,53.0,598.0,829.0,650.0,1351.0,28.0,345.0,1020.0,1357.0,757.0,917.0,841.0,788.0,57.0,500.0,1171.0,33.0,85.0,84.0,394.0,830.0,966.0,1607.0,2368.0,1040.0,513.0,1513.0,3.0,98.0,323.0,3832.0,5474.0,2734.0,6122.0,1317.0,1250.0,1663.0,4802.0,1677.0,1701.0,1940.0,1224.0,1547.0,1558.0,1563.0,892.0,1644.0,170.0,400.0,1991.0,799.0,1521.0,2910.0,4324.0,617.0,114.0,33.0,101.0,828.0,152.0,199.0,467.0
MDRNv,Medullary reticular nucleus ventral part,556.0,240.0,169.0,625.0,920.0,241.0,172.0,1950.0,362.0,1192.0,762.0,1113.0,3037.0,645.0,149.0,1623.0,286.0,794.0,7.0,96.0,212.0,249.0,188.0,134.0,217.0,1127.0,6702.0,1626.0,642.0,100.0,736.0,536.0,203.0,282.0,663.0,2299.0,77.0,887.0,166.0,884.0,479.0,871.0,789.0,792.0,790.0,207.0,1077.0,842.0,103.0,563.0,136.0,1640.0,39.0,849.0,506.0,479.0,373.0,876.0,68.0,110.0,1254.0,479.0,308.0,1512.0
ICB,Infracerebellar nucleus,1.0,102.0,6.0,2.0,16.0,0.0,4.0,6.0,5.0,1.0,3.0,2.0,20.0,3.0,3.0,11.0,0.0,1.0,3.0,0.0,0.0,0.0,13.0,0.0,15.0,18.0,91.0,38.0,15.0,55.0,4.0,24.0,15.0,0.0,25.0,5.0,8.0,12.0,9.0,9.0,17.0,10.0,1.0,6.0,14.0,9.0,6.0,10.0,0.0,1.0,5.0,1.0,0.0,11.0,8.0,8.0,24.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
RO,Nucleus raphe obscurus,18.0,14.0,1.0,6.0,30.0,35.0,6.0,29.0,5.0,29.0,24.0,29.0,13.0,56.0,12.0,37.0,15.0,28.0,26.0,14.0,19.0,7.0,18.0,16.0,35.0,64.0,80.0,37.0,16.0,11.0,32.0,45.0,15.0,40.0,10.0,99.0,7.0,18.0,5.0,69.0,90.0,25.0,35.0,34.0,43.0,16.0,43.0,36.0,46.0,12.0,11.0,23.0,0.0,8.0,8.0,22.0,10.0,10.0,2.0,0.0,40.0,25.0,25.0,72.0
RPA,Nucleus raphe pallidus,7.0,40.0,5.0,1.0,81.0,0.0,30.0,7.0,0.0,39.0,29.0,96.0,1.0,36.0,6.0,27.0,115.0,70.0,67.0,100.0,108.0,1.0,2.0,36.0,7.0,122.0,125.0,160.0,122.0,0.0,56.0,7.0,40.0,45.0,15.0,183.0,21.0,118.0,0.0,155.0,30.0,28.0,13.0,14.0,25.0,1.0,126.0,11.0,20.0,5.0,0.0,79.0,0.0,58.0,0.0,19.0,2.0,4.0,58.0,0.0,53.0,37.0,59.0,134.0
RM,Nucleus raphe magnus,78.0,186.0,3.0,27.0,27.0,31.0,243.0,168.0,37.0,360.0,412.0,514.0,15.0,136.0,124.0,24.0,100.0,237.0,63.0,151.0,84.0,138.0,106.0,120.0,152.0,532.0,298.0,294.0,300.0,74.0,124.0,80.0,109.0,40.0,94.0,232.0,55.0,263.0,81.0,377.0,664.0,364.0,283.0,284.0,316.0,285.0,567.0,227.0,168.0,163.0,13.0,376.0,3.0,39.0,33.0,47.0,88.0,68.0,210.0,1.0,59.0,75.0,75.0,261.0
y,Nucleus y,7.0,48.0,14.0,4.0,3.0,16.0,8.0,28.0,4.0,21.0,21.0,20.0,4.0,3.0,18.0,6.0,4.0,10.0,6.0,6.0,1.0,19.0,22.0,1.0,47.0,13.0,90.0,13.0,22.0,19.0,2.0,24.0,10.0,5.0,20.0,40.0,17.0,37.0,26.0,31.0,86.0,62.0,65.0,105.0,81.0,56.0,47.0,48.0,57.0,6.0,8.0,33.0,0.0,8.0,11.0,25.0,15.0,12.0,8.0,0.0,3.0,0.0,6.0,3.0
XII,Hypoglossal nucleus,1128.0,144.0,53.0,145.0,157.0,221.0,283.0,1936.0,184.0,789.0,409.0,261.0,2362.0,300.0,238.0,675.0,491.0,514.0,42.0,95.0,121.0,145.0,94.0,657.0,315.0,701.0,929.0,1694.0,980.0,0.0,206.0,333.0,1953.0,3545.0,2453.0,4396.0,41.0,225.0,210.0,1474.0,217.0,180.0,364.0,330.0,265.0,141.0,179.0,120.0,196.0,348.0,211.0,300.0,459.0,1192.0,1275.0,1090.0,649.0,196.0,25.0,73.0,1229.0,90.0,180.0,479.0
x,Nucleus x,7.0,139.0,41.0,37.0,40.0,89.0,306.0,10.0,60.0,329.0,459.0,379.0,11.0,70.0,260.0,8.0,211.0,58.0,23.0,23.0,37.0,148.0,305.0,106.0,403.0,620.0,390.0,100.0,342.0,34.0,4.0,211.0,114.0,40.0,109.0,465.0,222.0,255.0,320.0,452.0,252.0,297.0,247.0,362.0,219.0,235.0,460.0,365.0,181.0,119.0,112.0,375.0,3.0,25.0,22.0,116.0,120.0,53.0,73.0,30.0,34.0,37.0,6.0,404.0
SUV,Superior vestibular nucleus,29.0,1181.0,135.0,59.0,148.0,156.0,113.0,79.0,37.0,143.0,326.0,142.0,109.0,88.0,92.0,51.0,40.0,30.0,214.0,21.0,29.0,90.0,130.0,33.0,197.0,90.0,734.0,216.0,164.0,826.0,20.0,246.0,45.0,25.0,223.0,227.0,239.0,395.0,134.0,270.0,429.0,285.0,168.0,273.0,189.0,249.0,320.0,386.0,80.0,36.0,116.0,125.0,72.0,22.0,17.0,108.0,383.0,42.0,190.0,73.0,37.0,19.0,40.0,37.0
SPIV,Spinal vestibular nucleus,191.0,1491.0,977.0,352.0,572.0,545.0,895.0,209.0,382.0,1370.0,1175.0,1296.0,894.0,226.0,669.0,79.0,551.0,756.0,95.0,66.0,64.0,429.0,804.0,374.0,3121.0,3137.0,2830.0,714.0,2584.0,1544.0,40.0,864.0,1474.0,648.0,2111.0,3827.0,1269.0,2114.0,2020.0,2969.0,1027.0,1026.0,840.0,989.0,731.0,1380.0,1332.0,988.0,448.0,326.0,689.0,1118.0,221.0,307.0,293.0,681.0,2486.0,139.0,2034.0,232.0,523.0,249.0,233.0,731.0
MV,Medial vestibular nucleus,219.0,5327.0,1696.0,1438.0,3673.0,1595.0,1839.0,1384.0,385.0,748.0,2276.0,1097.0,1641.0,2042.0,1178.0,517.0,350.0,709.0,1770.0,551.0,662.0,463.0,1212.0,484.0,3269.0,2279.0,5097.0,2498.0,2378.0,5715.0,142.0,3010.0,1216.0,1251.0,2215.0,2284.0,2608.0,3053.0,1709.0,2762.0,2867.0,2314.0,2813.0,1912.0,1687.0,2823.0,2854.0,2631.0,930.0,467.0,1433.0,1737.0,1206.0,418.0,523.0,1546.0,2524.0,282.0,2500.0,227.0,591.0,367.0,436.0,890.0
LAV,Lateral vestibular nucleus,78.0,817.0,77.0,50.0,130.0,93.0,112.0,113.0,44.0,131.0,152.0,98.0,81.0,117.0,121.0,57.0,104.0,44.0,150.0,34.0,16.0,56.0,77.0,55.0,298.0,251.0,603.0,263.0,186.0,687.0,31.0,163.0,134.0,74.0,198.0,223.0,64.0,207.0,95.0,414.0,206.0,191.0,112.0,120.0,105.0,179.0,211.0,160.0,58.0,50.0,189.0,103.0,47.0,28.0,41.0,213.0,475.0,59.0,274.0,38.0,53.0,16.0,9.0,96.0
PPY,Parapyramidal nucleus,18.0,177.0,1.0,8.0,60.0,1.0,103.0,36.0,38.0,104.0,370.0,125.0,6.0,43.0,39.0,3.0,84.0,182.0,23.0,94.0,7.0,3.0,6.0,9.0,18.0,384.0,107.0,65.0,268.0,107.0,64.0,27.0,59.0,94.0,40.0,94.0,19.0,172.0,48.0,286.0,96.0,166.0,47.0,105.0,62.0,44.0,221.0,44.0,139.0,19.0,1.0,262.0,19.0,30.0,39.0,17.0,41.0,39.0,14.0,3.0,12.0,53.0,50.0,258.0
PRP,Nucleus prepositus,44.0,546.0,153.0,237.0,532.0,258.0,364.0,70.0,49.0,305.0,632.0,301.0,205.0,385.0,524.0,46.0,59.0,256.0,210.0,50.0,254.0,66.0,535.0,128.0,639.0,567.0,349.0,364.0,214.0,754.0,20.0,352.0,460.0,796.0,242.0,944.0,480.0,819.0,431.0,1319.0,1067.0,951.0,767.0,273.0,625.0,946.0,1089.0,1296.0,142.0,235.0,108.0,374.0,313.0,116.0,147.0,224.0,553.0,38.0,315.0,96.0,143.0,40.0,59.0,75.0
NR,Nucleus of Roller,93.0,10.0,3.0,10.0,15.0,2.0,11.0,161.0,11.0,148.0,49.0,61.0,252.0,30.0,13.0,125.0,4.0,55.0,2.0,3.0,18.0,37.0,28.0,16.0,61.0,29.0,52.0,108.0,0.0,0.0,8.0,20.0,5.0,40.0,0.0,49.0,15.0,34.0,11.0,18.0,59.0,105.0,146.0,56.0,28.0,16.0,19.0,61.0,23.0,20.0,27.0,49.0,6.0,19.0,17.0,17.0,11.0,26.0,2.0,4.0,78.0,6.0,3.0,68.0
PGRNl,Paragigantocellular reticular nucleus lateral part,373.0,837.0,150.0,425.0,624.0,420.0,1282.0,664.0,410.0,1481.0,1783.0,999.0,266.0,645.0,288.0,398.0,617.0,1252.0,326.0,278.0,386.0,166.0,199.0,94.0,662.0,2771.0,2296.0,872.0,2449.0,480.0,1495.0,776.0,1296.0,618.0,1043.0,2685.0,615.0,1327.0,531.0,2480.0,1324.0,1110.0,747.0,1299.0,1007.0,875.0,1881.0,1133.0,343.0,531.0,57.0,1636.0,232.0,1018.0,811.0,791.0,2380.0,648.0,238.0,4.0,943.0,2203.0,933.0,2200.0
PGRNd,Paragigantocellular reticular nucleus dorsal part,60.0,536.0,152.0,109.0,246.0,162.0,341.0,73.0,34.0,296.0,630.0,215.0,86.0,233.0,509.0,261.0,95.0,126.0,99.0,31.0,62.0,79.0,241.0,237.0,423.0,621.0,614.0,449.0,341.0,163.0,0.0,275.0,69.0,69.0,20.0,282.0,138.0,324.0,117.0,601.0,593.0,481.0,431.0,264.0,285.0,530.0,869.0,521.0,180.0,258.0,150.0,366.0,69.0,102.0,75.0,138.0,481.0,215.0,176.0,102.0,65.0,3.0,96.0,233.0
PAS,Parasolitary nucleus,2.0,35.0,198.0,134.0,87.0,76.0,6.0,2.0,21.0,99.0,70.0,35.0,590.0,54.0,54.0,6.0,33.0,21.0,9.0,5.0,9.0,8.0,70.0,16.0,220.0,222.0,67.0,25.0,30.0,0.0,39.0,101.0,59.0,35.0,198.0,119.0,66.0,37.0,39.0,25.0,21.0,67.0,35.0,25.0,29.0,46.0,27.0,70.0,16.0,12.0,121.0,122.0,6.0,11.0,28.0,44.0,25.0,3.0,8.0,4.0,12.0,6.0,19.0,68.0
PARN,Parvicellular reticular nucleus,1110.0,3311.0,1501.0,1347.0,2458.0,1934.0,6052.0,2983.0,1217.0,4894.0,3568.0,3672.0,1296.0,2521.0,2215.0,2545.0,1089.0,1987.0,306.0,554.0,1194.0,1006.0,894.0,1987.0,4646.0,3640.0,4462.0,1294.0,5369.0,2290.0,1983.0,1786.0,1340.0,1558.0,1859.0,8248.0,2255.0,5574.0,2477.0,6148.0,1993.0,2107.0,1609.0,2767.0,1452.0,1165.0,1390.0,1377.0,1499.0,1603.0,2087.0,7353.0,498.0,2777.0,1217.0,2506.0,4353.0,1790.0,2220.0,392.0,3560.0,3737.0,510.0,7356.0
MDRNd,Medullary reticular nucleus dorsal part,527.0,332.0,367.0,1187.0,1867.0,607.0,919.0,1450.0,1040.0,1682.0,1920.0,1485.0,5307.0,1840.0,537.0,881.0,455.0,853.0,72.0,653.0,547.0,552.0,639.0,1195.0,1538.0,1899.0,10121.0,2350.0,1645.0,12.0,3078.0,835.0,653.0,663.0,1098.0,3684.0,823.0,2068.0,1187.0,1867.0,872.0,1509.0,1094.0,1893.0,1481.0,1145.0,921.0,1422.0,790.0,1524.0,999.0,3452.0,100.0,722.0,633.0,1748.0,1426.0,1185.0,283.0,384.0,2253.0,865.0,277.0,2710.0
MDRN,Medullary reticular nucleus,1083.0,572.0,536.0,1812.0,2787.0,848.0,1091.0,3400.0,1402.0,2874.0,2682.0,2598.0,8344.0,2485.0,686.0,2504.0,741.0,1647.0,79.0,749.0,759.0,801.0,827.0,1329.0,1755.0,3026.0,16823.0,3976.0,2287.0,112.0,3814.0,1371.0,855.0,944.0,1760.0,5983.0,900.0,2955.0,1353.0,2751.0,1351.0,2380.0,1883.0,2685.0,2271.0,1352.0,1998.0,2264.0,893.0,2087.0,1135.0,5092.0,138.0,1571.0,1140.0,2227.0,1799.0,2061.0,351.0,494.0,3507.0,1344.0,585.0,4222.0
MARN,Magnocellular reticular nucleus,89.0,504.0,27.0,284.0,585.0,194.0,564.0,211.0,301.0,1200.0,1498.0,1331.0,106.0,988.0,299.0,222.0,499.0,740.0,731.0,547.0,673.0,273.0,277.0,316.0,812.0,1957.0,2007.0,935.0,1225.0,203.0,801.0,840.0,297.0,183.0,361.0,707.0,188.0,497.0,238.0,916.0,2177.0,1820.0,909.0,1247.0,1370.0,985.0,1936.0,1037.0,502.0,871.0,93.0,828.0,3.0,149.0,196.0,224.0,929.0,269.0,49.0,11.0,168.0,184.0,202.0,1049.0
LRN,Lateral reticular nucleus,268.0,327.0,111.0,391.0,522.0,216.0,296.0,1443.0,159.0,1138.0,660.0,810.0,196.0,250.0,87.0,347.0,689.0,662.0,63.0,254.0,276.0,50.0,165.0,29.0,120.0,1790.0,3522.0,987.0,1086.0,288.0,815.0,634.0,455.0,74.0,633.0,1721.0,93.0,1127.0,183.0,942.0,880.0,1378.0,476.0,994.0,585.0,570.0,1725.0,1454.0,37.0,450.0,66.0,662.0,64.0,633.0,310.0,379.0,1401.0,298.0,11.0,40.0,629.0,909.0,688.0,1335.0
LIN,Linear nucleus of the medulla,65.0,42.0,70.0,49.0,43.0,111.0,186.0,151.0,35.0,274.0,160.0,152.0,10.0,109.0,109.0,58.0,15.0,76.0,2.0,8.0,20.0,80.0,33.0,78.0,158.0,137.0,95.0,31.0,219.0,106.0,51.0,45.0,25.0,20.0,5.0,198.0,35.0,176.0,50.0,296.0,74.0,61.0,55.0,161.0,90.0,36.0,73.0,66.0,42.0,51.0,112.0,220.0,6.0,94.0,28.0,28.0,185.0,62.0,125.0,13.0,90.0,137.0,16.0,277.0
ISN,Inferior salivatory nucleus,1.0,16.0,7.0,2.0,18.0,9.0,15.0,9.0,2.0,17.0,9.0,3.0,6.0,13.0,11.0,23.0,5.0,7.0,2.0,4.0,7.0,1.0,5.0,6.0,12.0,2.0,22.0,1.0,20.0,0.0,0.0,7.0,0.0,5.0,5.0,40.0,19.0,24.0,23.0,30.0,6.0,4.0,5.0,12.0,5.0,4.0,7.0,4.0,11.0,5.0,9.0,29.0,0.0,14.0,6.0,19.0,7.0,2.0,6.0,2.0,28.0,3.0,0.0,25.0
IRN,Intermediate reticular nucleus,1860.0,2915.0,1455.0,2536.0,2814.0,3238.0,3962.0,6341.0,1251.0,6604.0,5274.0,4161.0,3499.0,2971.0,2433.0,3620.0,1516.0,3403.0,424.0,835.0,1426.0,1819.0,1410.0,2160.0,4515.0,4009.0,8115.0,2835.0,6109.0,2285.0,1600.0,2078.0,1849.0,2102.0,1899.0,8184.0,1357.0,5625.0,1783.0,7987.0,2625.0,2974.0,2796.0,5494.0,2941.0,1634.0,2568.0,2200.0,2056.0,2869.0,2005.0,7240.0,445.0,4357.0,2080.0,2761.0,5553.0,2725.0,2775.0,650.0,5725.0,3320.0,1005.0,10162.0
IO,Inferior olivary complex,40.0,124.0,14.0,117.0,248.0,5.0,16.0,273.0,33.0,110.0,23.0,121.0,88.0,170.0,3.0,248.0,40.0,151.0,128.0,570.0,232.0,1.0,24.0,6.0,84.0,1533.0,2156.0,970.0,409.0,134.0,708.0,390.0,119.0,99.0,158.0,504.0,34.0,219.0,18.0,249.0,110.0,271.0,122.0,17.0,51.0,77.0,39.0,49.0,6.0,224.0,8.0,78.0,6.0,304.0,94.0,100.0,56.0,84.0,25.0,4.0,165.0,205.0,168.0,342.0
GRN,Gigantocellular reticular nucleus,679.0,3135.0,1509.0,1126.0,2550.0,2702.0,2457.0,1264.0,590.0,4300.0,4002.0,3273.0,1243.0,2128.0,2257.0,2467.0,1220.0,1980.0,877.0,1065.0,1242.0,1308.0,1480.0,2064.0,4364.0,5326.0,5462.0,2453.0,3118.0,1786.0,1394.0,1964.0,1464.0,1933.0,1231.0,2814.0,733.0,2643.0,1006.0,3590.0,4266.0,3392.0,3461.0,3695.0,2719.0,3133.0,5502.0,3841.0,1472.0,1682.0,1337.0,3994.0,127.0,1178.0,645.0,1389.0,4524.0,1551.0,1346.0,556.0,1702.0,1441.0,859.0,3836.0
PC5,Parvicellular motor 5 nucleus,25.0,121.0,41.0,81.0,44.0,30.0,50.0,79.0,27.0,121.0,104.0,93.0,54.0,29.0,32.0,34.0,51.0,44.0,34.0,29.0,44.0,54.0,42.0,11.0,39.0,71.0,84.0,78.0,26.0,88.0,123.0,32.0,45.0,69.0,64.0,148.0,9.0,49.0,84.0,60.0,40.0,92.0,28.0,57.0,16.0,24.0,61.0,42.0,30.0,48.0,44.0,69.0,30.0,97.0,17.0,47.0,113.0,16.0,9.0,1.0,34.0,72.0,47.0,271.0
P5,Peritrigeminal zone,75.0,1430.0,195.0,239.0,418.0,264.0,412.0,182.0,174.0,591.0,252.0,355.0,199.0,166.0,306.0,285.0,105.0,187.0,87.0,51.0,113.0,72.0,82.0,91.0,256.0,88.0,910.0,272.0,160.0,269.0,283.0,305.0,168.0,89.0,49.0,218.0,225.0,498.0,198.0,525.0,191.0,292.0,92.0,290.0,237.0,62.0,147.0,195.0,176.0,207.0,180.0,566.0,94.0,288.0,111.0,77.0,637.0,148.0,230.0,22.0,168.0,146.0,84.0,398.0
V,Motor nucleus of trigeminal,61.0,1485.0,204.0,270.0,222.0,134.0,390.0,167.0,136.0,776.0,354.0,451.0,267.0,292.0,385.0,291.0,89.0,328.0,106.0,48.0,121.0,108.0,106.0,180.0,199.0,87.0,477.0,178.0,83.0,697.0,293.0,173.0,124.0,64.0,59.0,366.0,174.0,518.0,143.0,488.0,315.0,378.0,106.0,405.0,355.0,106.0,219.0,223.0,216.0,224.0,253.0,679.0,77.0,196.0,44.0,122.0,960.0,92.0,225.0,22.0,193.0,112.0,22.0,314.0
MA3,Medial accesory oculomotor nucleus,4.0,253.0,33.0,37.0,93.0,106.0,36.0,29.0,42.0,56.0,22.0,41.0,52.0,49.0,26.0,11.0,25.0,43.0,154.0,7.0,45.0,12.0,51.0,8.0,27.0,41.0,265.0,46.0,41.0,59.0,364.0,49.0,25.0,25.0,40.0,30.0,67.0,64.0,23.0,80.0,18.0,39.0,21.0,21.0,19.0,37.0,37.0,70.0,20.0,89.0,48.0,114.0,8.0,14.0,11.0,8.0,232.0,110.0,104.0,46.0,3.0,0.0,16.0,12.0
III,Oculomotor nucleus,230.0,317.0,20.0,24.0,565.0,181.0,29.0,49.0,76.0,34.0,102.0,84.0,39.0,49.0,17.0,20.0,10.0,8.0,102.0,2.0,14.0,27.0,110.0,13.0,13.0,64.0,371.0,18.0,29.0,119.0,486.0,190.0,15.0,5.0,20.0,84.0,27.0,45.0,28.0,197.0,77.0,123.0,104.0,114.0,30.0,177.0,284.0,234.0,20.0,70.0,8.0,41.0,6.0,11.0,6.0,6.0,215.0,48.0,50.0,118.0,12.0,9.0,3.0,3.0
RN,Red nucleus,545.0,8696.0,937.0,1420.0,3715.0,3601.0,878.0,2218.0,595.0,1458.0,2565.0,1858.0,1385.0,1057.0,1181.0,1578.0,462.0,825.0,495.0,170.0,1124.0,1606.0,1297.0,1070.0,1481.0,2020.0,5236.0,1920.0,1352.0,1361.0,8761.0,1026.0,282.0,148.0,242.0,791.0,1219.0,3416.0,1325.0,2170.0,3113.0,3198.0,1988.0,2486.0,2287.0,3124.0,4607.0,3721.0,536.0,1315.0,1025.0,1699.0,133.0,293.0,199.0,138.0,3344.0,1083.0,933.0,870.0,373.0,541.0,156.0,286.0
CUN,Cuneiform nucleus,312.0,3980.0,3337.0,1269.0,4228.0,2095.0,1519.0,1090.0,1830.0,2536.0,3188.0,3048.0,2970.0,3607.0,2265.0,1946.0,806.0,2195.0,2726.0,1059.0,1850.0,1088.0,1784.0,1356.0,5754.0,4191.0,7879.0,2971.0,3454.0,3652.0,601.0,5710.0,2210.0,3442.0,1874.0,3995.0,1856.0,2698.0,1841.0,2455.0,3181.0,3675.0,1714.0,2538.0,2527.0,3249.0,2674.0,3352.0,2227.0,2034.0,1634.0,3133.0,2562.0,1563.0,1107.0,1071.0,3685.0,1357.0,2565.0,821.0,2975.0,709.0,1092.0,2741.0
PPT,Posterior pretectal nucleus,1478.0,682.0,629.0,327.0,2018.0,899.0,1135.0,1557.0,992.0,1661.0,1915.0,1516.0,842.0,1363.0,1203.0,515.0,699.0,1045.0,1139.0,979.0,969.0,1659.0,1615.0,1284.0,1504.0,1035.0,1989.0,267.0,1077.0,1104.0,2607.0,1212.0,776.0,2017.0,430.0,3649.0,891.0,2991.0,1651.0,3591.0,2329.0,2441.0,1549.0,2314.0,1982.0,2037.0,2361.0,2655.0,1085.0,608.0,796.0,1644.0,1483.0,791.0,232.0,387.0,2158.0,2437.0,1007.0,530.0,1117.0,87.0,131.0,685.0
OP,Olivary pretectal nucleus,665.0,319.0,71.0,143.0,680.0,403.0,425.0,494.0,300.0,500.0,581.0,358.0,153.0,421.0,412.0,64.0,202.0,318.0,322.0,289.0,300.0,465.0,451.0,295.0,451.0,535.0,688.0,96.0,410.0,297.0,441.0,229.0,153.0,405.0,124.0,623.0,616.0,878.0,591.0,1176.0,722.0,856.0,591.0,797.0,644.0,795.0,820.0,1032.0,383.0,81.0,264.0,498.0,321.0,423.0,75.0,207.0,697.0,294.0,206.0,176.0,221.0,37.0,44.0,187.0
Acs5,Accessory trigeminal nucleus,4.0,41.0,22.0,10.0,21.0,9.0,10.0,16.0,7.0,33.0,9.0,13.0,17.0,10.0,7.0,19.0,6.0,14.0,5.0,0.0,7.0,6.0,6.0,3.0,24.0,7.0,17.0,21.0,12.0,8.0,0.0,13.0,5.0,0.0,5.0,5.0,9.0,36.0,17.0,16.0,7.0,15.0,5.0,32.0,18.0,1.0,15.0,16.0,11.0,13.0,16.0,32.0,0.0,25.0,6.0,8.0,70.0,4.0,31.0,0.0,6.0,9.0,0.0,12.0
NOT,Nucleus of the optic tract,1758.0,1130.0,558.0,803.0,2921.0,1549.0,1214.0,2471.0,907.0,2634.0,2812.0,1789.0,613.0,1487.0,1434.0,369.0,683.0,1431.0,1823.0,1219.0,1339.0,1833.0,1490.0,1362.0,2455.0,1581.0,3889.0,631.0,1488.0,860.0,1286.0,1328.0,757.0,999.0,420.0,2532.0,1743.0,2631.0,1674.0,4523.0,2215.0,2723.0,1948.0,3076.0,3172.0,2557.0,2507.0,3178.0,1453.0,1038.0,975.0,1716.0,1690.0,451.0,451.0,694.0,2221.0,2038.0,993.0,379.0,790.0,112.0,221.0,376.0
MPT,Medial pretectal area,642.0,219.0,89.0,115.0,892.0,285.0,317.0,929.0,191.0,499.0,377.0,497.0,67.0,191.0,490.0,104.0,282.0,376.0,304.0,410.0,291.0,582.0,247.0,384.0,422.0,354.0,659.0,63.0,384.0,89.0,342.0,83.0,173.0,361.0,104.0,593.0,440.0,687.0,377.0,837.0,610.0,629.0,586.0,680.0,499.0,554.0,732.0,650.0,276.0,47.0,245.0,479.0,628.0,282.0,102.0,166.0,733.0,338.0,176.0,16.0,205.0,96.0,109.0,165.0
APN,Anterior pretectal nucleus,3982.0,12716.0,1909.0,1161.0,6082.0,3792.0,2485.0,3254.0,3506.0,6728.0,8603.0,3521.0,3242.0,6739.0,2922.0,1710.0,1758.0,2362.0,3376.0,1998.0,2703.0,5025.0,4555.0,2961.0,4836.0,5877.0,7830.0,1080.0,3881.0,3344.0,7740.0,3162.0,949.0,1592.0,781.0,3446.0,4465.0,10580.0,4417.0,9099.0,8944.0,10046.0,5073.0,8593.0,7417.0,7935.0,8778.0,11111.0,2263.0,1793.0,1314.0,2981.0,2669.0,1701.0,382.0,490.0,5403.0,5866.0,2203.0,1468.0,1354.0,146.0,448.0,952.0
PAG,Periaqueductal gray,15808.0,34607.0,25665.0,15462.0,50527.0,38328.0,26582.0,31932.0,31112.0,43818.0,59343.0,52364.0,27109.0,30925.0,39430.0,17493.0,24517.0,24141.0,19951.0,17496.0,26120.0,29932.0,34878.0,22585.0,55164.0,59905.0,58530.0,24929.0,36597.0,24248.0,38319.0,32500.0,53462.0,68791.0,33832.0,100279.0,30559.0,56807.0,41736.0,87264.0,45998.0,53407.0,36226.0,40287.0,40062.0,51062.0,50930.0,51111.0,32323.0,28406.0,17834.0,59673.0,39815.0,30424.0,20072.0,23973.0,53534.0,34513.0,32887.0,18623.0,49840.0,21305.0,23604.0,53008.0
EW,Edinger-Westphal nucleus,56.0,310.0,244.0,102.0,112.0,118.0,349.0,685.0,162.0,553.0,564.0,598.0,14.0,154.0,521.0,54.0,232.0,329.0,173.0,169.0,491.0,492.0,323.0,491.0,308.0,340.0,953.0,139.0,794.0,86.0,302.0,244.0,2082.0,415.0,1661.0,3041.0,244.0,166.0,329.0,632.0,370.0,343.0,683.0,403.0,458.0,534.0,417.0,563.0,509.0,266.0,465.0,359.0,271.0,227.0,407.0,61.0,418.0,205.0,605.0,391.0,538.0,389.0,252.0,261.0
SCm,Superior colliculus motor related,36407.0,24705.0,22950.0,10847.0,71222.0,50433.0,35712.0,34290.0,31976.0,34849.0,51144.0,48674.0,28661.0,28875.0,34405.0,16652.0,24966.0,23031.0,23468.0,15549.0,23536.0,31192.0,38525.0,28289.0,60552.0,65799.0,72644.0,29134.0,40571.0,33344.0,59065.0,34289.0,38158.0,76950.0,22973.0,92857.0,30652.0,54869.0,41236.0,93520.0,49462.0,60981.0,49582.0,55492.0,41030.0,66624.0,57822.0,65845.0,27143.0,37440.0,23008.0,54944.0,36399.0,37030.0,16570.0,20183.0,67487.0,42494.0,38964.0,27849.0,38007.0,20866.0,10881.0,35294.0
